id,galaxy,position,system,planet_id
2895,3,1,64,
2896,3,2,64,
2897,3,3,64,
2898,3,4,64,
2899,3,5,64,
2900,3,6,64,
2901,3,7,64,
2902,3,8,64,
2903,3,9,64,
2904,3,10,64,
2905,3,0,65,
2906,3,1,65,
2907,3,2,65,
2908,3,3,65,
2909,3,4,65,
2910,3,5,65,
2911,3,6,65,
2912,3,7,65,
2913,3,8,65,
2914,3,9,65,
2915,3,10,65,
2916,3,0,66,
2917,3,1,66,
2918,3,2,66,
2919,3,3,66,
2920,3,4,66,
2921,3,5,66,
2922,3,6,66,
2923,3,7,66,
2924,3,8,66,
2925,3,9,66,
2926,3,10,66,
2927,3,0,67,
2928,3,1,67,
2929,3,2,67,
2930,3,3,67,
2931,3,4,67,
2932,3,5,67,
2933,3,6,67,
2934,3,7,67,
2935,3,8,67,
2936,3,9,67,
2937,3,10,67,
2938,3,0,68,
2939,3,1,68,
2940,3,2,68,
2941,3,3,68,
2942,3,4,68,
2943,3,5,68,
2944,3,6,68,
2945,3,7,68,
2946,3,8,68,
2947,3,9,68,
2948,3,10,68,
2949,3,0,69,
2950,3,1,69,
2951,3,2,69,
2952,3,3,69,
2953,3,4,69,
2954,3,5,69,
2955,3,6,69,
2956,3,7,69,
2957,3,8,69,
2958,3,9,69,
2959,3,10,69,
2960,3,0,70,
2961,3,1,70,
2962,3,2,70,
2963,3,3,70,
2964,3,4,70,
2965,3,5,70,
2966,3,6,70,
2967,3,7,70,
2968,3,8,70,
2969,3,9,70,
2970,3,10,70,
2971,3,0,71,
2972,3,1,71,
2973,3,2,71,
2974,3,3,71,
2975,3,4,71,
2976,3,5,71,
2977,3,6,71,
2978,3,7,71,
2979,3,8,71,
2980,3,9,71,
2981,3,10,71,
2982,3,0,72,
2983,3,1,72,
2984,3,2,72,
2985,3,3,72,
2986,3,4,72,
2987,3,5,72,
2988,3,6,72,
2989,3,7,72,
2990,3,8,72,
2991,3,9,72,
2992,3,10,72,
2993,3,0,73,
2994,3,1,73,
2995,3,2,73,
2996,3,3,73,
2997,3,4,73,
2998,3,5,73,
2999,3,6,73,
3000,3,7,73,
3001,3,8,73,
3002,3,9,73,
3003,3,10,73,
3004,3,0,74,
3005,3,1,74,
3006,3,2,74,
3007,3,3,74,
3008,3,4,74,
3009,3,5,74,
3010,3,6,74,
3011,3,7,74,
3012,3,8,74,
3013,3,9,74,
3014,3,10,74,
3015,3,0,75,
3016,3,1,75,
3017,3,2,75,
3018,3,3,75,
3019,3,4,75,
3020,3,5,75,
3021,3,6,75,
3022,3,7,75,
3023,3,8,75,
3024,3,9,75,
3025,3,10,75,
3026,3,0,76,
3027,3,1,76,
3028,3,2,76,
3029,3,3,76,
3030,3,4,76,
3031,3,5,76,
3032,3,6,76,
3033,3,7,76,
3034,3,8,76,
3035,3,9,76,
3036,3,10,76,
3037,3,0,77,
3038,3,1,77,
3039,3,2,77,
3040,3,3,77,
3041,3,4,77,
3042,3,5,77,
3043,3,6,77,
3044,3,7,77,
3045,3,8,77,
3046,3,9,77,
3047,3,10,77,
3048,3,0,78,
3049,3,1,78,
3050,3,2,78,
3051,3,3,78,
3052,3,4,78,
3053,3,5,78,
3054,3,6,78,
3055,3,7,78,
3056,3,8,78,
3057,3,9,78,
3058,3,10,78,
3059,3,0,79,
3060,3,1,79,
3061,3,2,79,
3062,3,3,79,
3063,3,4,79,
3064,3,5,79,
3065,3,6,79,
3066,3,7,79,
3067,3,8,79,
3068,3,9,79,
3069,3,10,79,
3070,3,0,80,
3071,3,1,80,
3072,3,2,80,
3073,3,3,80,
3074,3,4,80,
3075,3,5,80,
3076,3,6,80,
3077,3,7,80,
3078,3,8,80,
3079,3,9,80,
3080,3,10,80,
3081,3,0,81,
3082,3,1,81,
3083,3,2,81,
3084,3,3,81,
3085,3,4,81,
3086,3,5,81,
3087,3,6,81,
3088,3,7,81,
3089,3,8,81,
3090,3,9,81,
3091,3,10,81,
3092,3,0,82,
3093,3,1,82,
3094,3,2,82,
3095,3,3,82,
3096,3,4,82,
3097,3,5,82,
3098,3,6,82,
3099,3,7,82,
3100,3,8,82,
3101,3,9,82,
3102,3,10,82,
3103,3,0,83,
3104,3,1,83,
3105,3,2,83,
3106,3,3,83,
3107,3,4,83,
3108,3,5,83,
3109,3,6,83,
3110,3,7,83,
3111,3,8,83,
3112,3,9,83,
3113,3,10,83,
3114,3,0,84,
3115,3,1,84,
3116,3,2,84,
3117,3,3,84,
3118,3,4,84,
3119,3,5,84,
3120,3,6,84,
3121,3,7,84,
3122,3,8,84,
3123,3,9,84,
3124,3,10,84,
3125,3,0,85,
3126,3,1,85,
3127,3,2,85,
3128,3,3,85,
3129,3,4,85,
3130,3,5,85,
3131,3,6,85,
3132,3,7,85,
3133,3,8,85,
3134,3,9,85,
3135,3,10,85,
3136,3,0,86,
3137,3,1,86,
3138,3,2,86,
3139,3,3,86,
3140,3,4,86,
3141,3,5,86,
3142,3,6,86,
3143,3,7,86,
3144,3,8,86,
3145,3,9,86,
3146,3,10,86,
3147,3,0,87,
3148,3,1,87,
3149,3,2,87,
3150,3,3,87,
3151,3,4,87,
3152,3,5,87,
3153,3,6,87,
3154,3,7,87,
3155,3,8,87,
3156,3,9,87,
3157,3,10,87,
3158,3,0,88,
3159,3,1,88,
3160,3,2,88,
3161,3,3,88,
3162,3,4,88,
3163,3,5,88,
3164,3,6,88,
3165,3,7,88,
3166,3,8,88,
3167,3,9,88,
3168,3,10,88,
3169,3,0,89,
3170,3,1,89,
3171,3,2,89,
3172,3,3,89,
3173,3,4,89,
3174,3,5,89,
3175,3,6,89,
3176,3,7,89,
3177,3,8,89,
3178,3,9,89,
3179,3,10,89,
3180,3,0,90,
3181,3,1,90,
3182,3,2,90,
3183,3,3,90,
3184,3,4,90,
3185,3,5,90,
3186,3,6,90,
3187,3,7,90,
3188,3,8,90,
3189,3,9,90,
3190,3,10,90,
3191,3,0,91,
3192,3,1,91,
3193,3,2,91,
3194,3,3,91,
3195,3,4,91,
3196,3,5,91,
3197,3,6,91,
3198,3,7,91,
3199,3,8,91,
3200,3,9,91,
3201,3,10,91,
3202,3,0,92,
3203,3,1,92,
3204,3,2,92,
3205,3,3,92,
3206,3,4,92,
3207,3,5,92,
3208,3,6,92,
3209,3,7,92,
3210,3,8,92,
3211,3,9,92,
3212,3,10,92,
3213,3,0,93,
3214,3,1,93,
3215,3,2,93,
3216,3,3,93,
3217,3,4,93,
3218,3,5,93,
3219,3,6,93,
3220,3,7,93,
3221,3,8,93,
3222,3,9,93,
3223,3,10,93,
3224,3,0,94,
3225,3,1,94,
3226,3,2,94,
3227,3,3,94,
3228,3,4,94,
3229,3,5,94,
3230,3,6,94,
3231,3,7,94,
3232,3,8,94,
3233,3,9,94,
3234,3,10,94,
3235,3,0,95,
3236,3,1,95,
3237,3,2,95,
3238,3,3,95,
3239,3,4,95,
3240,3,5,95,
3241,3,6,95,
3242,3,7,95,
3243,3,8,95,
3244,3,9,95,
3245,3,10,95,
3246,3,0,96,
3247,3,1,96,
3248,3,2,96,
3249,3,3,96,
3250,3,4,96,
3251,3,5,96,
3252,3,6,96,
3253,3,7,96,
3254,3,8,96,
3255,3,9,96,
3256,3,10,96,
3257,3,0,97,
3258,3,1,97,
3259,3,2,97,
3260,3,3,97,
3261,3,4,97,
3262,3,5,97,
3263,3,6,97,
3264,3,7,97,
3265,3,8,97,
3266,3,9,97,
3267,3,10,97,
3268,3,0,98,
3269,3,1,98,
3270,3,2,98,
3271,3,3,98,
3272,3,4,98,
3273,3,5,98,
3274,3,6,98,
3275,3,7,98,
3276,3,8,98,
3277,3,9,98,
3278,3,10,98,
3279,3,0,99,
3280,3,1,99,
3281,3,2,99,
3282,3,3,99,
3283,3,4,99,
3284,3,5,99,
3285,3,6,99,
3286,3,7,99,
3287,3,8,99,
3288,3,9,99,
3289,3,10,99,
3290,3,0,100,
3291,3,1,100,
3292,3,2,100,
3293,3,3,100,
3294,3,4,100,
3295,3,5,100,
3296,3,6,100,
3297,3,7,100,
3298,3,8,100,
3299,3,9,100,
3300,3,10,100,
3301,4,0,1,
3302,4,1,1,
3303,4,2,1,
3304,4,3,1,
3305,4,4,1,
3306,4,5,1,
3307,4,6,1,
3308,4,7,1,
3309,4,8,1,
3310,4,9,1,
3311,4,10,1,
3312,4,0,2,
3313,4,1,2,
3314,4,2,2,
3315,4,3,2,
3316,4,4,2,
3317,4,5,2,
3318,4,6,2,
3319,4,7,2,
3320,4,8,2,
3321,4,9,2,
3322,4,10,2,
3323,4,0,3,
3324,4,1,3,
3325,4,2,3,
3326,4,3,3,
3327,4,4,3,
3328,4,5,3,
3329,4,6,3,
3330,4,7,3,
3331,4,8,3,
3332,4,9,3,
3333,4,10,3,
3334,4,0,4,
3335,4,1,4,
3336,4,2,4,
3337,4,3,4,
3338,4,4,4,
3339,4,5,4,
3340,4,6,4,
3341,4,7,4,
3342,4,8,4,
3343,4,9,4,
3344,4,10,4,
3345,4,0,5,
3346,4,1,5,
3347,4,2,5,
3348,4,3,5,
3349,4,4,5,
3350,4,5,5,
3351,4,6,5,
3352,4,7,5,
3353,4,8,5,
3354,4,9,5,
3355,4,10,5,
3356,4,0,6,
3357,4,1,6,
3358,4,2,6,
3359,4,3,6,
3360,4,4,6,
3361,4,5,6,
3362,4,6,6,
3363,4,7,6,
3364,4,8,6,
3365,4,9,6,
3366,4,10,6,
3367,4,0,7,
3368,4,1,7,
3369,4,2,7,
3370,4,3,7,
3371,4,4,7,
3372,4,5,7,
3373,4,6,7,
3374,4,7,7,
3375,4,8,7,
3376,4,9,7,
3377,4,10,7,
3378,4,0,8,
3379,4,1,8,
3380,4,2,8,
3381,4,3,8,
3382,4,4,8,
3383,4,5,8,
3384,4,6,8,
3385,4,7,8,
3386,4,8,8,
3387,4,9,8,
3388,4,10,8,
3389,4,0,9,
3390,4,1,9,
3391,4,2,9,
3392,4,3,9,
3393,4,4,9,
3394,4,5,9,
3395,4,6,9,
3396,4,7,9,
3397,4,8,9,
3398,4,9,9,
3399,4,10,9,
3400,4,0,10,
3401,4,1,10,
3402,4,2,10,
3403,4,3,10,
3404,4,4,10,
3405,4,5,10,
3406,4,6,10,
3407,4,7,10,
3408,4,8,10,
3409,4,9,10,
3410,4,10,10,
3411,4,0,11,
3412,4,1,11,
3413,4,2,11,
3414,4,3,11,
3415,4,4,11,
3416,4,5,11,
3417,4,6,11,
3418,4,7,11,
3419,4,8,11,
3420,4,9,11,
3421,4,10,11,
3422,4,0,12,
3423,4,1,12,
3424,4,2,12,
3425,4,3,12,
3426,4,4,12,
3427,4,5,12,
3428,4,6,12,
3429,4,7,12,
3430,4,8,12,
3431,4,9,12,
3432,4,10,12,
3433,4,0,13,
3434,4,1,13,
3435,4,2,13,
3436,4,3,13,
3437,4,4,13,
3438,4,5,13,
3439,4,6,13,
3440,4,7,13,
3441,4,8,13,
3442,4,9,13,
3443,4,10,13,
3444,4,0,14,
3445,4,1,14,
3446,4,2,14,
3447,4,3,14,
3448,4,4,14,
3449,4,5,14,
3450,4,6,14,
3451,4,7,14,
3452,4,8,14,
3453,4,9,14,
3454,4,10,14,
3455,4,0,15,
3456,4,1,15,
3457,4,2,15,
3458,4,3,15,
3459,4,4,15,
3460,4,5,15,
3461,4,6,15,
3462,4,7,15,
3463,4,8,15,
3464,4,9,15,
3465,4,10,15,
3466,4,0,16,
3467,4,1,16,
3468,4,2,16,
3469,4,3,16,
3470,4,4,16,
3471,4,5,16,
3472,4,6,16,
3473,4,7,16,
3474,4,8,16,
3475,4,9,16,
3476,4,10,16,
3477,4,0,17,
3478,4,1,17,
3479,4,2,17,
3480,4,3,17,
3481,4,4,17,
3482,4,5,17,
3483,4,6,17,
3484,4,7,17,
3485,4,8,17,
3486,4,9,17,
3487,4,10,17,
3488,4,0,18,
3489,4,1,18,
3490,4,2,18,
3491,4,3,18,
3492,4,4,18,
3493,4,5,18,
3494,4,6,18,
3495,4,7,18,
3496,4,8,18,
3497,4,9,18,
3498,4,10,18,
3499,4,0,19,
3500,4,1,19,
3501,4,2,19,
3502,4,3,19,
3503,4,4,19,
3504,4,5,19,
3505,4,6,19,
3506,4,7,19,
3507,4,8,19,
3508,4,9,19,
3509,4,10,19,
3510,4,0,20,
3511,4,1,20,
3512,4,2,20,
3513,4,3,20,
3514,4,4,20,
3515,4,5,20,
3516,4,6,20,
3517,4,7,20,
3518,4,8,20,
3519,4,9,20,
3520,4,10,20,
3521,4,0,21,
3522,4,1,21,
3523,4,2,21,
3524,4,3,21,
3525,4,4,21,
3526,4,5,21,
3527,4,6,21,
3528,4,7,21,
3529,4,8,21,
3530,4,9,21,
3531,4,10,21,
3532,4,0,22,
3533,4,1,22,
3534,4,2,22,
3535,4,3,22,
3536,4,4,22,
3537,4,5,22,
3538,4,6,22,
3539,4,7,22,
3540,4,8,22,
3541,4,9,22,
3542,4,10,22,
3543,4,0,23,
3544,4,1,23,
3545,4,2,23,
3546,4,3,23,
3547,4,4,23,
3548,4,5,23,
3549,4,6,23,
3550,4,7,23,
3551,4,8,23,
3552,4,9,23,
3553,4,10,23,
3554,4,0,24,
3555,4,1,24,
3556,4,2,24,
3557,4,3,24,
3558,4,4,24,
3559,4,5,24,
3560,4,6,24,
3561,4,7,24,
3562,4,8,24,
3563,4,9,24,
3564,4,10,24,
3565,4,0,25,
3566,4,1,25,
3567,4,2,25,
3568,4,3,25,
3569,4,4,25,
3570,4,5,25,
3571,4,6,25,
3572,4,7,25,
3573,4,8,25,
3574,4,9,25,
3575,4,10,25,
3576,4,0,26,
3577,4,1,26,
3578,4,2,26,
3579,4,3,26,
3580,4,4,26,
3581,4,5,26,
3582,4,6,26,
3583,4,7,26,
3584,4,8,26,
3585,4,9,26,
3586,4,10,26,
3587,4,0,27,
3588,4,1,27,
3589,4,2,27,
3590,4,3,27,
3591,4,4,27,
3592,4,5,27,
3593,4,6,27,
3594,4,7,27,
3595,4,8,27,
3596,4,9,27,
3597,4,10,27,
3598,4,0,28,
3599,4,1,28,
3600,4,2,28,
3601,4,3,28,
3602,4,4,28,
3603,4,5,28,
3604,4,6,28,
3605,4,7,28,
3606,4,8,28,
3607,4,9,28,
3608,4,10,28,
3609,4,0,29,
3610,4,1,29,
3611,4,2,29,
3612,4,3,29,
3613,4,4,29,
3614,4,5,29,
3615,4,6,29,
3616,4,7,29,
3617,4,8,29,
3618,4,9,29,
3619,4,10,29,
3620,4,0,30,
3621,4,1,30,
3622,4,2,30,
3623,4,3,30,
3624,4,4,30,
3625,4,5,30,
3626,4,6,30,
3627,4,7,30,
3628,4,8,30,
3629,4,9,30,
3630,4,10,30,
3631,4,0,31,
3632,4,1,31,
3633,4,2,31,
3634,4,3,31,
3635,4,4,31,
3636,4,5,31,
3637,4,6,31,
3638,4,7,31,
3639,4,8,31,
3640,4,9,31,
3641,4,10,31,
3642,4,0,32,
3643,4,1,32,
3644,4,2,32,
3645,4,3,32,
3646,4,4,32,
3647,4,5,32,
3648,4,6,32,
3649,4,7,32,
3650,4,8,32,
3651,4,9,32,
3652,4,10,32,
3653,4,0,33,
3654,4,1,33,
3655,4,2,33,
3656,4,3,33,
3657,4,4,33,
3658,4,5,33,
3659,4,6,33,
3660,4,7,33,
3661,4,8,33,
3662,4,9,33,
3663,4,10,33,
3664,4,0,34,
3665,4,1,34,
3666,4,2,34,
3667,4,3,34,
3668,4,4,34,
3669,4,5,34,
3670,4,6,34,
3671,4,7,34,
3672,4,8,34,
3673,4,9,34,
3674,4,10,34,
3675,4,0,35,
3676,4,1,35,
3677,4,2,35,
3678,4,3,35,
3679,4,4,35,
3680,4,5,35,
3681,4,6,35,
3682,4,7,35,
3683,4,8,35,
3684,4,9,35,
3685,4,10,35,
3686,4,0,36,
3687,4,1,36,
3688,4,2,36,
3689,4,3,36,
3690,4,4,36,
3691,4,5,36,
3692,4,6,36,
3693,4,7,36,
3694,4,8,36,
3695,4,9,36,
3696,4,10,36,
3697,4,0,37,
3698,4,1,37,
3699,4,2,37,
3700,4,3,37,
3701,4,4,37,
3702,4,5,37,
3703,4,6,37,
3704,4,7,37,
3705,4,8,37,
3706,4,9,37,
3707,4,10,37,
3708,4,0,38,
3709,4,1,38,
3710,4,2,38,
3711,4,3,38,
3712,4,4,38,
3713,4,5,38,
3714,4,6,38,
3715,4,7,38,
3716,4,8,38,
3717,4,9,38,
3718,4,10,38,
3719,4,0,39,
3720,4,1,39,
3721,4,2,39,
3722,4,3,39,
3723,4,4,39,
3724,4,5,39,
3725,4,6,39,
3726,4,7,39,
3727,4,8,39,
3728,4,9,39,
3729,4,10,39,
3730,4,0,40,
3731,4,1,40,
3732,4,2,40,
3733,4,3,40,
3734,4,4,40,
3735,4,5,40,
3736,4,6,40,
3737,4,7,40,
3738,4,8,40,
3739,4,9,40,
3740,4,10,40,
3741,4,0,41,
3742,4,1,41,
3743,4,2,41,
3744,4,3,41,
3745,4,4,41,
3746,4,5,41,
3747,4,6,41,
3748,4,7,41,
3749,4,8,41,
3750,4,9,41,
3751,4,10,41,
3752,4,0,42,
3753,4,1,42,
3754,4,2,42,
3755,4,3,42,
3756,4,4,42,
3757,4,5,42,
3758,4,6,42,
3759,4,7,42,
3760,4,8,42,
3761,4,9,42,
3762,4,10,42,
3763,4,0,43,
3764,4,1,43,
3765,4,2,43,
3766,4,3,43,
3767,4,4,43,
3768,4,5,43,
3769,4,6,43,
3770,4,7,43,
3771,4,8,43,
3772,4,9,43,
3773,4,10,43,
3774,4,0,44,
3775,4,1,44,
3776,4,2,44,
3777,4,3,44,
3778,4,4,44,
3779,4,5,44,
3780,4,6,44,
3781,4,7,44,
3782,4,8,44,
3783,4,9,44,
3784,4,10,44,
3785,4,0,45,
3786,4,1,45,
3787,4,2,45,
3788,4,3,45,
3789,4,4,45,
3790,4,5,45,
3791,4,6,45,
3792,4,7,45,
3793,4,8,45,
3794,4,9,45,
3795,4,10,45,
3796,4,0,46,
3797,4,1,46,
3798,4,2,46,
3799,4,3,46,
3800,4,4,46,
3801,4,5,46,
3802,4,6,46,
3803,4,7,46,
3804,4,8,46,
3805,4,9,46,
3806,4,10,46,
3807,4,0,47,
3808,4,1,47,
3809,4,2,47,
3810,4,3,47,
3811,4,4,47,
3812,4,5,47,
3813,4,6,47,
3814,4,7,47,
3815,4,8,47,
3816,4,9,47,
3817,4,10,47,
3818,4,0,48,
3819,4,1,48,
3820,4,2,48,
3821,4,3,48,
3822,4,4,48,
3823,4,5,48,
3824,4,6,48,
3825,4,7,48,
3826,4,8,48,
3827,4,9,48,
3828,4,10,48,
3829,4,0,49,
3830,4,1,49,
3831,4,2,49,
3832,4,3,49,
3833,4,4,49,
3834,4,5,49,
3835,4,6,49,
3836,4,7,49,
3837,4,8,49,
3838,4,9,49,
3839,4,10,49,
3840,4,0,50,
3841,4,1,50,
3842,4,2,50,
3843,4,3,50,
3844,4,4,50,
3845,4,5,50,
3846,4,6,50,
3847,4,7,50,
3848,4,8,50,
3849,4,9,50,
3850,4,10,50,
3851,4,0,51,
3852,4,1,51,
3853,4,2,51,
3854,4,3,51,
3855,4,4,51,
3856,4,5,51,
3857,4,6,51,
3858,4,7,51,
3859,4,8,51,
3860,4,9,51,
3861,4,10,51,
3862,4,0,52,
3863,4,1,52,
3864,4,2,52,
3865,4,3,52,
3866,4,4,52,
3867,4,5,52,
3868,4,6,52,
3869,4,7,52,
3870,4,8,52,
3871,4,9,52,
3872,4,10,52,
3873,4,0,53,
3874,4,1,53,
3875,4,2,53,
3876,4,3,53,
3877,4,4,53,
3878,4,5,53,
3879,4,6,53,
3880,4,7,53,
3881,4,8,53,
3882,4,9,53,
3883,4,10,53,
3884,4,0,54,
3885,4,1,54,
3886,4,2,54,
3887,4,3,54,
3888,4,4,54,
3889,4,5,54,
3890,4,6,54,
3891,4,7,54,
3892,4,8,54,
3893,4,9,54,
3894,4,10,54,
3895,4,0,55,
3896,4,1,55,
3897,4,2,55,
3898,4,3,55,
3899,4,4,55,
3900,4,5,55,
3901,4,6,55,
3902,4,7,55,
3903,4,8,55,
3904,4,9,55,
3905,4,10,55,
3906,4,0,56,
3907,4,1,56,
3908,4,2,56,
3909,4,3,56,
3910,4,4,56,
3911,4,5,56,
3912,4,6,56,
3913,4,7,56,
3914,4,8,56,
3915,4,9,56,
3916,4,10,56,
3917,4,0,57,
3918,4,1,57,
3919,4,2,57,
3920,4,3,57,
3921,4,4,57,
3922,4,5,57,
3923,4,6,57,
3924,4,7,57,
3925,4,8,57,
3926,4,9,57,
3927,4,10,57,
3928,4,0,58,
3929,4,1,58,
3930,4,2,58,
3931,4,3,58,
3932,4,4,58,
3933,4,5,58,
3934,4,6,58,
3935,4,7,58,
3936,4,8,58,
3937,4,9,58,
3938,4,10,58,
3939,4,0,59,
3940,4,1,59,
3941,4,2,59,
3942,4,3,59,
3943,4,4,59,
3944,4,5,59,
3945,4,6,59,
3946,4,7,59,
3947,4,8,59,
3948,4,9,59,
3949,4,10,59,
3950,4,0,60,
3951,4,1,60,
3952,4,2,60,
3953,4,3,60,
3954,4,4,60,
3955,4,5,60,
3956,4,6,60,
3957,4,7,60,
3958,4,8,60,
3959,4,9,60,
3960,4,10,60,
3961,4,0,61,
3962,4,1,61,
3963,4,2,61,
3964,4,3,61,
3965,4,4,61,
3966,4,5,61,
3967,4,6,61,
3968,4,7,61,
3969,4,8,61,
3970,4,9,61,
3971,4,10,61,
3972,4,0,62,
3973,4,1,62,
3974,4,2,62,
3975,4,3,62,
3976,4,4,62,
3977,4,5,62,
3978,4,6,62,
3979,4,7,62,
3980,4,8,62,
3981,4,9,62,
3982,4,10,62,
3983,4,0,63,
3984,4,1,63,
3985,4,2,63,
3986,4,3,63,
3987,4,4,63,
3988,4,5,63,
3989,4,6,63,
3990,4,7,63,
3991,4,8,63,
3992,4,9,63,
3993,4,10,63,
3994,4,0,64,
3995,4,1,64,
3996,4,2,64,
3997,4,3,64,
3998,4,4,64,
3999,4,5,64,
4000,4,6,64,
4001,4,7,64,
4002,4,8,64,
4003,4,9,64,
4004,4,10,64,
4005,4,0,65,
4006,4,1,65,
4007,4,2,65,
4008,4,3,65,
4009,4,4,65,
4010,4,5,65,
4011,4,6,65,
4012,4,7,65,
4013,4,8,65,
4014,4,9,65,
4015,4,10,65,
4016,4,0,66,
4017,4,1,66,
4018,4,2,66,
4019,4,3,66,
4020,4,4,66,
4021,4,5,66,
4022,4,6,66,
4023,4,7,66,
4024,4,8,66,
4025,4,9,66,
4026,4,10,66,
4027,4,0,67,
4028,4,1,67,
4029,4,2,67,
4030,4,3,67,
4031,4,4,67,
4032,4,5,67,
4033,4,6,67,
4034,4,7,67,
4035,4,8,67,
4036,4,9,67,
4037,4,10,67,
4038,4,0,68,
4039,4,1,68,
4040,4,2,68,
4041,4,3,68,
4042,4,4,68,
4043,4,5,68,
4044,4,6,68,
4045,4,7,68,
4046,4,8,68,
4047,4,9,68,
4048,4,10,68,
4049,4,0,69,
4050,4,1,69,
4051,4,2,69,
4052,4,3,69,
4053,4,4,69,
4054,4,5,69,
4055,4,6,69,
4056,4,7,69,
4057,4,8,69,
4058,4,9,69,
4059,4,10,69,
4060,4,0,70,
4061,4,1,70,
4062,4,2,70,
4063,4,3,70,
4064,4,4,70,
4065,4,5,70,
4066,4,6,70,
4067,4,7,70,
4068,4,8,70,
4069,4,9,70,
4070,4,10,70,
4071,4,0,71,
4072,4,1,71,
4073,4,2,71,
4074,4,3,71,
4075,4,4,71,
4076,4,5,71,
4077,4,6,71,
4078,4,7,71,
4079,4,8,71,
4080,4,9,71,
4081,4,10,71,
4082,4,0,72,
4083,4,1,72,
4084,4,2,72,
4085,4,3,72,
4086,4,4,72,
4087,4,5,72,
4088,4,6,72,
4089,4,7,72,
4090,4,8,72,
4091,4,9,72,
4092,4,10,72,
4093,4,0,73,
4094,4,1,73,
4095,4,2,73,
4096,4,3,73,
4097,4,4,73,
4098,4,5,73,
4099,4,6,73,
4100,4,7,73,
4101,4,8,73,
4102,4,9,73,
4103,4,10,73,
4104,4,0,74,
4105,4,1,74,
4106,4,2,74,
4107,4,3,74,
4108,4,4,74,
4109,4,5,74,
4110,4,6,74,
4111,4,7,74,
4112,4,8,74,
4113,4,9,74,
4114,4,10,74,
4115,4,0,75,
4116,4,1,75,
4117,4,2,75,
4118,4,3,75,
4119,4,4,75,
4120,4,5,75,
4121,4,6,75,
4122,4,7,75,
4123,4,8,75,
4124,4,9,75,
4125,4,10,75,
4126,4,0,76,
4127,4,1,76,
4128,4,2,76,
4129,4,3,76,
4130,4,4,76,
4131,4,5,76,
4132,4,6,76,
4133,4,7,76,
4134,4,8,76,
4135,4,9,76,
4136,4,10,76,
4137,4,0,77,
4138,4,1,77,
4139,4,2,77,
4140,4,3,77,
4141,4,4,77,
4142,4,5,77,
4143,4,6,77,
4144,4,7,77,
4145,4,8,77,
4146,4,9,77,
4147,4,10,77,
4148,4,0,78,
4149,4,1,78,
4150,4,2,78,
4151,4,3,78,
4152,4,4,78,
4153,4,5,78,
4154,4,6,78,
4155,4,7,78,
4156,4,8,78,
4157,4,9,78,
4158,4,10,78,
4159,4,0,79,
4160,4,1,79,
4161,4,2,79,
4162,4,3,79,
4163,4,4,79,
4164,4,5,79,
4165,4,6,79,
4166,4,7,79,
4167,4,8,79,
4168,4,9,79,
4169,4,10,79,
4170,4,0,80,
4171,4,1,80,
4172,4,2,80,
4173,4,3,80,
4174,4,4,80,
4175,4,5,80,
4176,4,6,80,
4177,4,7,80,
4178,4,8,80,
4179,4,9,80,
4180,4,10,80,
4181,4,0,81,
4182,4,1,81,
4183,4,2,81,
4184,4,3,81,
4185,4,4,81,
4186,4,5,81,
4187,4,6,81,
4188,4,7,81,
4189,4,8,81,
4190,4,9,81,
4191,4,10,81,
4192,4,0,82,
4193,4,1,82,
4194,4,2,82,
4195,4,3,82,
4196,4,4,82,
4197,4,5,82,
4198,4,6,82,
4199,4,7,82,
4200,4,8,82,
4201,4,9,82,
4202,4,10,82,
4203,4,0,83,
4204,4,1,83,
4205,4,2,83,
4206,4,3,83,
4207,4,4,83,
4208,4,5,83,
4209,4,6,83,
4210,4,7,83,
4211,4,8,83,
4212,4,9,83,
4213,4,10,83,
4214,4,0,84,
4215,4,1,84,
4216,4,2,84,
4217,4,3,84,
4218,4,4,84,
4219,4,5,84,
4220,4,6,84,
4221,4,7,84,
4222,4,8,84,
4223,4,9,84,
4224,4,10,84,
4225,4,0,85,
4226,4,1,85,
4227,4,2,85,
4228,4,3,85,
4229,4,4,85,
4230,4,5,85,
4231,4,6,85,
4232,4,7,85,
4233,4,8,85,
4234,4,9,85,
4235,4,10,85,
4236,4,0,86,
4237,4,1,86,
4238,4,2,86,
4239,4,3,86,
4240,4,4,86,
4241,4,5,86,
4242,4,6,86,
4243,4,7,86,
4244,4,8,86,
4245,4,9,86,
4246,4,10,86,
4247,4,0,87,
4248,4,1,87,
4249,4,2,87,
4250,4,3,87,
4251,4,4,87,
4252,4,5,87,
4253,4,6,87,
4254,4,7,87,
4255,4,8,87,
4256,4,9,87,
4257,4,10,87,
4258,4,0,88,
4259,4,1,88,
4260,4,2,88,
4261,4,3,88,
4262,4,4,88,
4263,4,5,88,
4264,4,6,88,
4265,4,7,88,
4266,4,8,88,
4267,4,9,88,
4268,4,10,88,
4269,4,0,89,
4270,4,1,89,
4271,4,2,89,
4272,4,3,89,
4273,4,4,89,
4274,4,5,89,
4275,4,6,89,
4276,4,7,89,
4277,4,8,89,
4278,4,9,89,
4279,4,10,89,
4280,4,0,90,
4281,4,1,90,
4282,4,2,90,
4283,4,3,90,
4284,4,4,90,
4285,4,5,90,
4286,4,6,90,
4287,4,7,90,
4288,4,8,90,
4289,4,9,90,
4290,4,10,90,
4291,4,0,91,
4292,4,1,91,
